PDB,Ligand,Code,Pose Number,Resolution(A),Ligand Occupation Factor,Ki(M),log(Ki),pKi,RMSD(A),Torsions,Q,Average Q,Ligand B-factor(A2),Receptor B-factor(A2),B-factor ratio (Ligand/Receptor),C,N,O,P,S,F,Cl,Br,Affinity(kcal/mol),Gauss 1,Gauss 2,Repulsion,Hydrophobic,Hydrogen,Torsional
5QB4,lig_79,lig_3397,9,1.8,1.0,ND,ND,ND,3.936, 3,-1.0020000000000002,-0.035785714285714296,0.0,34.04215111478111,0.0,23,1,2,0,0,0,0,0,-7.602,45.127,983.977,0.972,46.841,1.681,0.6020599913279624
5QB4,lig_79,lig_3397,1,1.8,1.0,ND,ND,ND,0.0, 3,-1.0020000000000002,-0.035785714285714296,0.0,34.04215111478111,0.0,23,1,2,0,0,0,0,0,-9.515,60.207,1128.144,1.691,62.669,3.191,0.6020599913279624
5QB4,lig_79,lig_3397,5,1.8,1.0,ND,ND,ND,3.895, 3,-1.0020000000000002,-0.035785714285714296,0.0,34.04215111478111,0.0,23,1,2,0,0,0,0,0,-8.354,65.549,969.362,0.95,69.625,0.642,0.6020599913279624
5QB4,lig_79,lig_3397,2,1.8,1.0,ND,ND,ND,0.805, 3,-1.0020000000000002,-0.035785714285714296,0.0,34.04215111478111,0.0,23,1,2,0,0,0,0,0,-9.057,48.312,1100.487,1.088,59.703,2.605,0.6020599913279624
5QB4,lig_79,lig_3397,3,1.8,1.0,ND,ND,ND,1.854, 3,-1.0020000000000002,-0.035785714285714296,0.0,34.04215111478111,0.0,23,1,2,0,0,0,0,0,-8.854,65.156,1047.684,1.66,50.998,3.008,0.6020599913279624
5QB4,lig_11,lig_227,4,1.8,1.0,ND,ND,ND,9.575, 9,0.9990000000000002,0.019980000000000005,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-7.875,90.573,1418.437,2.941,17.188,3.962,1.0
5QB4,lig_11,lig_227,7,1.8,1.0,ND,ND,ND,3.04, 9,0.9990000000000002,0.019980000000000005,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-7.651,52.373,1468.046,1.906,20.675,3.598,1.0
5QB4,lig_11,lig_227,6,1.8,1.0,ND,ND,ND,6.816, 9,0.9990000000000002,0.019980000000000005,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-7.81,66.866,1371.555,3.711,12.395,7.039,1.0
5QB4,lig_11,lig_227,8,1.8,1.0,ND,ND,ND,2.396, 9,0.9990000000000002,0.019980000000000005,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-7.606,62.29,1440.375,3.385,16.874,5.485,1.0
5QB4,lig_11,lig_227,9,1.8,1.0,ND,ND,ND,4.556, 9,0.9990000000000002,0.019980000000000005,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-7.382,73.825,1400.279,3.075,23.204,3.795,1.0
5QB4,lig_11,lig_227,1,1.8,1.0,ND,ND,ND,0.0, 9,0.9990000000000002,0.019980000000000005,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-8.192,73.841,1476.544,3.408,17.58,5.876,1.0
5QB4,lig_11,lig_227,5,1.8,1.0,ND,ND,ND,2.489, 9,0.9990000000000002,0.019980000000000005,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-7.895,71.69,1369.973,3.647,16.47,6.671,1.0
5QB4,lig_11,lig_227,2,1.8,1.0,ND,ND,ND,3.12, 9,0.9990000000000002,0.019980000000000005,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-7.85,65.977,1439.535,2.04,32.838,3.012,1.0
5QB4,lig_11,lig_227,3,1.8,1.0,ND,ND,ND,1.997, 9,0.9990000000000002,0.019980000000000005,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-8.071,73.42,1455.331,4.067,19.13,6.649,1.0
5QB4,lig_29,lig_438,4,1.8,1.0,ND,ND,ND,3.607, 5,1.001,0.022749999999999996,0.0,34.04215111478111,0.0,18,9,4,0,3,0,0,0,-7.69,57.315,1257.2,1.282,24.616,1.54,0.7781512503836436
5QB4,lig_29,lig_438,7,1.8,1.0,ND,ND,ND,3.341, 5,1.001,0.022749999999999996,0.0,34.04215111478111,0.0,18,9,4,0,3,0,0,0,-7.268,54.021,1163.414,1.188,17.825,2.017,0.7781512503836436
5QB4,lig_29,lig_438,6,1.8,1.0,ND,ND,ND,17.058, 5,1.001,0.022749999999999996,0.0,34.04215111478111,0.0,18,9,4,0,3,0,0,0,-7.347,62.364,1115.977,2.189,30.021,2.791,0.7781512503836436
5QB4,lig_29,lig_438,8,1.8,1.0,ND,ND,ND,3.228, 5,1.001,0.022749999999999996,0.0,34.04215111478111,0.0,18,9,4,0,3,0,0,0,-7.443,46.509,1230.631,3.072,14.586,5.064,0.7781512503836436
5QB4,lig_29,lig_438,9,1.8,1.0,ND,ND,ND,3.712, 5,1.001,0.022749999999999996,0.0,34.04215111478111,0.0,18,9,4,0,3,0,0,0,-7.113,51.977,1170.455,0.356,23.042,0.252,0.7781512503836436
5QB4,lig_29,lig_438,1,1.8,1.0,ND,ND,ND,0.0, 5,1.001,0.022749999999999996,0.0,34.04215111478111,0.0,18,9,4,0,3,0,0,0,-8.013,48.757,1355.929,2.831,18.584,4.379,0.7781512503836436
5QB4,lig_29,lig_438,5,1.8,1.0,ND,ND,ND,4.884, 5,1.001,0.022749999999999996,0.0,34.04215111478111,0.0,18,9,4,0,3,0,0,0,-7.585,51.929,1180.426,1.51,29.58,2.397,0.7781512503836436
5QB4,lig_29,lig_438,2,1.8,1.0,ND,ND,ND,2.795, 5,1.001,0.022749999999999996,0.0,34.04215111478111,0.0,18,9,4,0,3,0,0,0,-7.944,67.271,1287.722,3.839,32.954,4.34,0.7781512503836436
5QB4,lig_29,lig_438,3,1.8,1.0,ND,ND,ND,2.547, 5,1.001,0.022749999999999996,0.0,34.04215111478111,0.0,18,9,4,0,3,0,0,0,-9.167,71.648,1396.145,5.28,23.849,8.209,0.7781512503836436
5QB4,lig_65,lig_2115,4,1.8,1.0,ND,ND,ND,4.007, 5,0.0010000000000000286,2.5000000000000716e-05,0.0,34.04215111478111,0.0,32,2,4,0,1,0,0,0,-9.367,78.659,1504.233,2.236,46.913,2.436,0.7781512503836436
5QB4,lig_65,lig_2115,7,1.8,1.0,ND,ND,ND,2.853, 5,0.0010000000000000286,2.5000000000000716e-05,0.0,34.04215111478111,0.0,32,2,4,0,1,0,0,0,-8.993,64.179,1541.31,1.029,54.275,0.0,0.7781512503836436
5QB4,lig_65,lig_2115,6,1.8,1.0,ND,ND,ND,3.812, 5,0.0010000000000000286,2.5000000000000716e-05,0.0,34.04215111478111,0.0,32,2,4,0,1,0,0,0,-9.055,61.889,1434.095,1.338,47.687,2.09,0.7781512503836436
5QB4,lig_65,lig_2115,8,1.8,1.0,ND,ND,ND,2.809, 5,0.0010000000000000286,2.5000000000000716e-05,0.0,34.04215111478111,0.0,32,2,4,0,1,0,0,0,-9.223,64.364,1590.631,0.926,51.936,0.0,0.7781512503836436
5QB4,lig_65,lig_2115,9,1.8,1.0,ND,ND,ND,2.641, 5,0.0010000000000000286,2.5000000000000716e-05,0.0,34.04215111478111,0.0,32,2,4,0,1,0,0,0,-8.821,62.195,1557.689,0.973,45.887,0.0,0.7781512503836436
5QB4,lig_65,lig_2115,1,1.8,1.0,ND,ND,ND,0.0, 5,0.0010000000000000286,2.5000000000000716e-05,0.0,34.04215111478111,0.0,32,2,4,0,1,0,0,0,-10.418,85.383,1734.736,2.771,57.285,2.304,0.7781512503836436
5QB4,lig_65,lig_2115,5,1.8,1.0,ND,ND,ND,2.884, 5,0.0010000000000000286,2.5000000000000716e-05,0.0,34.04215111478111,0.0,32,2,4,0,1,0,0,0,-9.109,64.335,1491.438,0.924,45.569,1.058,0.7781512503836436
5QB4,lig_65,lig_2115,2,1.8,1.0,ND,ND,ND,2.164, 5,0.0010000000000000286,2.5000000000000716e-05,0.0,34.04215111478111,0.0,32,2,4,0,1,0,0,0,-9.826,68.96,1660.439,1.523,53.113,1.154,0.7781512503836436
5QB4,lig_65,lig_2115,3,1.8,1.0,ND,ND,ND,3.372, 5,0.0010000000000000286,2.5000000000000716e-05,0.0,34.04215111478111,0.0,32,2,4,0,1,0,0,0,-9.515,64.579,1620.318,1.109,36.189,1.554,0.7781512503836436
5QB4,lig_9,lig_210,4,1.8,1.0,ND,ND,ND,3.713, 8,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.532,82.732,1378.373,3.883,28.024,4.287,0.9542425094393249
5QB4,lig_9,lig_210,7,1.8,1.0,ND,ND,ND,2.872, 8,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.223,56.323,1312.574,1.749,32.816,2.453,0.9542425094393249
5QB4,lig_9,lig_210,6,1.8,1.0,ND,ND,ND,3.959, 8,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.539,66.035,1333.956,2.95,22.637,4.729,0.9542425094393249
5QB4,lig_9,lig_210,8,1.8,1.0,ND,ND,ND,2.905, 8,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.08,64.332,1303.558,2.719,29.297,3.268,0.9542425094393249
5QB4,lig_9,lig_210,9,1.8,1.0,ND,ND,ND,1.523, 8,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.452,56.656,1345.574,2.606,17.844,4.78,0.9542425094393249
5QB4,lig_9,lig_210,1,1.8,1.0,ND,ND,ND,0.0, 8,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-8.456,74.628,1405.924,3.944,23.775,7.081,0.9542425094393249
5QB4,lig_9,lig_210,5,1.8,1.0,ND,ND,ND,3.093, 8,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.505,72.516,1351.319,3.129,27.439,4.051,0.9542425094393249
5QB4,lig_9,lig_210,2,1.8,1.0,ND,ND,ND,2.214, 8,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-8.145,76.121,1386.026,3.723,19.533,6.37,0.9542425094393249
5QB4,lig_9,lig_210,3,1.8,1.0,ND,ND,ND,1.826, 8,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-8.477,80.727,1458.25,4.105,24.57,6.446,0.9542425094393249
5QB4,lig_95,lig_4299,4,1.8,1.0,ND,ND,ND,18.924, 108,-0.003000000000000072,-5.769230769230908e-05,0.0,34.04215111478111,0.0,21,11,4,0,2,0,0,0,-15.459,159.117,1848.034,4.45,19.729,4.715,2.037426497940624
5QB4,lig_95,lig_4299,7,1.8,1.0,ND,ND,ND,19.026, 108,-0.003000000000000072,-5.769230769230908e-05,0.0,34.04215111478111,0.0,21,11,4,0,2,0,0,0,-14.804,119.629,1701.289,2.019,19.502,3.94,2.037426497940624
5QB4,lig_95,lig_4299,6,1.8,1.0,ND,ND,ND,18.962, 108,-0.003000000000000072,-5.769230769230908e-05,0.0,34.04215111478111,0.0,21,11,4,0,2,0,0,0,-15.021,137.782,1663.241,4.644,18.902,7.349,2.037426497940624
5QB4,lig_95,lig_4299,8,1.8,1.0,ND,ND,ND,2.058, 108,-0.003000000000000072,-5.769230769230908e-05,0.0,34.04215111478111,0.0,21,11,4,0,2,0,0,0,-14.734,115.663,1918.109,1.349,21.154,0.949,2.037426497940624
5QB4,lig_95,lig_4299,9,1.8,1.0,ND,ND,ND,16.108, 108,-0.003000000000000072,-5.769230769230908e-05,0.0,34.04215111478111,0.0,21,11,4,0,2,0,0,0,-13.857,85.376,1784.712,1.805,20.364,3.313,2.037426497940624
5QB4,lig_95,lig_4299,1,1.8,1.0,ND,ND,ND,0.0, 108,-0.003000000000000072,-5.769230769230908e-05,0.0,34.04215111478111,0.0,21,11,4,0,2,0,0,0,-16.371,135.548,2098.889,2.942,19.549,3.099,2.037426497940624
5QB4,lig_95,lig_4299,5,1.8,1.0,ND,ND,ND,18.872, 108,-0.003000000000000072,-5.769230769230908e-05,0.0,34.04215111478111,0.0,21,11,4,0,2,0,0,0,-15.161,142.916,1993.341,4.27,20.147,3.533,2.037426497940624
5QB4,lig_95,lig_4299,2,1.8,1.0,ND,ND,ND,1.321, 108,-0.003000000000000072,-5.769230769230908e-05,0.0,34.04215111478111,0.0,21,11,4,0,2,0,0,0,-15.718,136.321,2133.642,4.274,24.757,3.218,2.037426497940624
5QB4,lig_95,lig_4299,3,1.8,1.0,ND,ND,ND,18.932, 108,-0.003000000000000072,-5.769230769230908e-05,0.0,34.04215111478111,0.0,21,11,4,0,2,0,0,0,-15.506,140.514,1924.672,3.949,15.159,4.76,2.037426497940624
5QB4,lig_97,lig_4316,4,1.8,1.0,ND,ND,ND,1.71, 61,1.6132928326584306e-16,4.033232081646077e-18,0.0,34.04215111478111,0.0,20,10,4,0,2,0,0,0,-12.809,75.879,1675.532,1.982,11.453,3.896,1.792391689498254
5QB4,lig_97,lig_4316,7,1.8,1.0,ND,ND,ND,17.943, 61,1.6132928326584306e-16,4.033232081646077e-18,0.0,34.04215111478111,0.0,20,10,4,0,2,0,0,0,-12.088,101.34,1658.059,1.555,10.456,0.658,1.792391689498254
5QB4,lig_97,lig_4316,6,1.8,1.0,ND,ND,ND,9.431, 61,1.6132928326584306e-16,4.033232081646077e-18,0.0,34.04215111478111,0.0,20,10,4,0,2,0,0,0,-12.667,124.292,1616.179,3.157,13.581,2.785,1.792391689498254
5QB4,lig_97,lig_4316,8,1.8,1.0,ND,ND,ND,18.434, 61,1.6132928326584306e-16,4.033232081646077e-18,0.0,34.04215111478111,0.0,20,10,4,0,2,0,0,0,-11.801,91.254,1596.327,0.912,12.512,0.388,1.792391689498254
5QB4,lig_97,lig_4316,9,1.8,1.0,ND,ND,ND,1.976, 61,1.6132928326584306e-16,4.033232081646077e-18,0.0,34.04215111478111,0.0,20,10,4,0,2,0,0,0,-11.327,79.52,1477.574,1.914,17.751,2.55,1.792391689498254
5QB4,lig_97,lig_4316,1,1.8,1.0,ND,ND,ND,0.0, 61,1.6132928326584306e-16,4.033232081646077e-18,0.0,34.04215111478111,0.0,20,10,4,0,2,0,0,0,-13.505,89.669,1619.265,2.773,19.752,5.418,1.792391689498254
5QB4,lig_97,lig_4316,5,1.8,1.0,ND,ND,ND,20.677, 61,1.6132928326584306e-16,4.033232081646077e-18,0.0,34.04215111478111,0.0,20,10,4,0,2,0,0,0,-12.746,115.634,1424.593,2.167,31.357,2.8,1.792391689498254
5QB4,lig_97,lig_4316,2,1.8,1.0,ND,ND,ND,17.507, 61,1.6132928326584306e-16,4.033232081646077e-18,0.0,34.04215111478111,0.0,20,10,4,0,2,0,0,0,-13.446,113.524,1763.894,2.475,12.179,2.432,1.792391689498254
5QB4,lig_97,lig_4316,3,1.8,1.0,ND,ND,ND,9.282, 61,1.6132928326584306e-16,4.033232081646077e-18,0.0,34.04215111478111,0.0,20,10,4,0,2,0,0,0,-13.107,121.69,1738.311,3.239,13.0,2.701,1.792391689498254
5QB4,lig_23,lig_393,4,1.8,1.0,ND,ND,ND,5.173, 7,1.0010000000000001,0.021297872340425534,0.0,34.04215111478111,0.0,20,9,5,0,3,0,0,0,-8.819,72.601,1381.535,3.437,25.644,6.629,0.9030899869919435
5QB4,lig_23,lig_393,7,1.8,1.0,ND,ND,ND,5.217, 7,1.0010000000000001,0.021297872340425534,0.0,34.04215111478111,0.0,20,9,5,0,3,0,0,0,-7.737,61.213,1164.963,2.633,22.063,5.905,0.9030899869919435
5QB4,lig_23,lig_393,6,1.8,1.0,ND,ND,ND,3.938, 7,1.0010000000000001,0.021297872340425534,0.0,34.04215111478111,0.0,20,9,5,0,3,0,0,0,-8.526,68.822,1505.304,2.262,23.335,3.466,0.9030899869919435
5QB4,lig_23,lig_393,8,1.8,1.0,ND,ND,ND,7.336, 7,1.0010000000000001,0.021297872340425534,0.0,34.04215111478111,0.0,20,9,5,0,3,0,0,0,-7.777,67.024,1224.087,3.485,15.151,6.743,0.9030899869919435
5QB4,lig_23,lig_393,9,1.8,1.0,ND,ND,ND,5.467, 7,1.0010000000000001,0.021297872340425534,0.0,34.04215111478111,0.0,20,9,5,0,3,0,0,0,-7.682,70.292,1321.949,1.972,12.452,3.386,0.9030899869919435
5QB4,lig_23,lig_393,1,1.8,1.0,ND,ND,ND,0.0, 7,1.0010000000000001,0.021297872340425534,0.0,34.04215111478111,0.0,20,9,5,0,3,0,0,0,-8.568,64.197,1439.124,1.232,34.919,2.306,0.9030899869919435
5QB4,lig_23,lig_393,5,1.8,1.0,ND,ND,ND,7.273, 7,1.0010000000000001,0.021297872340425534,0.0,34.04215111478111,0.0,20,9,5,0,3,0,0,0,-8.302,73.643,1384.127,3.734,15.134,6.372,0.9030899869919435
5QB4,lig_23,lig_393,2,1.8,1.0,ND,ND,ND,6.438, 7,1.0010000000000001,0.021297872340425534,0.0,34.04215111478111,0.0,20,9,5,0,3,0,0,0,-8.904,77.066,1468.46,3.002,15.365,5.698,0.9030899869919435
5QB4,lig_23,lig_393,3,1.8,1.0,ND,ND,ND,4.829, 7,1.0010000000000001,0.021297872340425534,0.0,34.04215111478111,0.0,20,9,5,0,3,0,0,0,-8.522,86.455,1315.427,3.649,26.827,5.944,0.9030899869919435
5QB4,lig_21,lig_368,4,1.8,1.0,ND,ND,ND,3.479, 7,0.0010000000000000564,2.127659574468205e-05,0.0,34.04215111478111,0.0,19,9,5,0,3,0,0,0,-8.136,73.8,1374.144,3.483,38.89,4.31,0.9030899869919435
5QB4,lig_21,lig_368,7,1.8,1.0,ND,ND,ND,4.9, 7,0.0010000000000000564,2.127659574468205e-05,0.0,34.04215111478111,0.0,19,9,5,0,3,0,0,0,-7.934,65.908,1361.208,1.351,13.931,2.865,0.9030899869919435
5QB4,lig_21,lig_368,6,1.8,1.0,ND,ND,ND,3.88, 7,0.0010000000000000564,2.127659574468205e-05,0.0,34.04215111478111,0.0,19,9,5,0,3,0,0,0,-8.011,62.283,1427.729,1.98,24.293,2.922,0.9030899869919435
5QB4,lig_21,lig_368,8,1.8,1.0,ND,ND,ND,16.796, 7,0.0010000000000000564,2.127659574468205e-05,0.0,34.04215111478111,0.0,19,9,5,0,3,0,0,0,-7.667,74.296,1237.081,2.675,33.08,3.66,0.9030899869919435
5QB4,lig_21,lig_368,9,1.8,1.0,ND,ND,ND,5.247, 7,0.0010000000000000564,2.127659574468205e-05,0.0,34.04215111478111,0.0,19,9,5,0,3,0,0,0,-7.954,67.817,1330.619,2.505,21.357,4.289,0.9030899869919435
5QB4,lig_21,lig_368,1,1.8,1.0,ND,ND,ND,0.0, 7,0.0010000000000000564,2.127659574468205e-05,0.0,34.04215111478111,0.0,19,9,5,0,3,0,0,0,-9.189,81.961,1510.656,6.87,32.603,10.142,0.9030899869919435
5QB4,lig_21,lig_368,5,1.8,1.0,ND,ND,ND,2.19, 7,0.0010000000000000564,2.127659574468205e-05,0.0,34.04215111478111,0.0,19,9,5,0,3,0,0,0,-7.932,76.64,1399.479,5.297,29.958,6.549,0.9030899869919435
5QB4,lig_21,lig_368,2,1.8,1.0,ND,ND,ND,3.159, 7,0.0010000000000000564,2.127659574468205e-05,0.0,34.04215111478111,0.0,19,9,5,0,3,0,0,0,-8.489,65.752,1448.208,4.147,21.228,6.909,0.9030899869919435
5QB4,lig_21,lig_368,3,1.8,1.0,ND,ND,ND,4.606, 7,0.0010000000000000564,2.127659574468205e-05,0.0,34.04215111478111,0.0,19,9,5,0,3,0,0,0,-8.166,66.682,1458.785,2.661,11.998,4.424,0.9030899869919435
5QB4,lig_40,lig_795,4,1.8,1.0,ND,ND,ND,18.326, 81,0.001000000000000098,2.500000000000245e-05,0.0,34.04215111478111,0.0,14,10,5,0,2,0,0,0,-13.58,123.951,1674.892,3.133,6.038,4.143,1.9138138523837167
5QB4,lig_40,lig_795,7,1.8,1.0,ND,ND,ND,17.653, 81,0.001000000000000098,2.500000000000245e-05,0.0,34.04215111478111,0.0,14,10,5,0,2,0,0,0,-13.046,107.876,1584.35,3.401,2.546,5.679,1.9138138523837167
5QB4,lig_40,lig_795,6,1.8,1.0,ND,ND,ND,18.208, 81,0.001000000000000098,2.500000000000245e-05,0.0,34.04215111478111,0.0,14,10,5,0,2,0,0,0,-13.419,129.578,1696.521,3.786,8.487,4.104,1.9138138523837167
5QB4,lig_40,lig_795,8,1.8,1.0,ND,ND,ND,2.008, 81,0.001000000000000098,2.500000000000245e-05,0.0,34.04215111478111,0.0,14,10,5,0,2,0,0,0,-12.906,106.842,1683.137,1.408,4.816,1.561,1.9138138523837167
5QB4,lig_40,lig_795,9,1.8,1.0,ND,ND,ND,18.323, 81,0.001000000000000098,2.500000000000245e-05,0.0,34.04215111478111,0.0,14,10,5,0,2,0,0,0,-12.363,95.843,1594.942,1.251,2.239,2.099,1.9138138523837167
5QB4,lig_40,lig_795,1,1.8,1.0,ND,ND,ND,0.0, 81,0.001000000000000098,2.500000000000245e-05,0.0,34.04215111478111,0.0,14,10,5,0,2,0,0,0,-14.255,114.498,1870.308,2.321,5.988,2.757,1.9138138523837167
5QB4,lig_40,lig_795,5,1.8,1.0,ND,ND,ND,18.323, 81,0.001000000000000098,2.500000000000245e-05,0.0,34.04215111478111,0.0,14,10,5,0,2,0,0,0,-13.456,132.208,1581.078,3.264,6.696,4.475,1.9138138523837167
5QB4,lig_40,lig_795,2,1.8,1.0,ND,ND,ND,0.899, 81,0.001000000000000098,2.500000000000245e-05,0.0,34.04215111478111,0.0,14,10,5,0,2,0,0,0,-14.215,131.104,1920.401,4.63,7.845,4.369,1.9138138523837167
5QB4,lig_40,lig_795,3,1.8,1.0,ND,ND,ND,1.224, 81,0.001000000000000098,2.500000000000245e-05,0.0,34.04215111478111,0.0,14,10,5,0,2,0,0,0,-14.038,117.303,1868.57,1.967,5.102,1.785,1.9138138523837167
5QB4,lig_2,lig_129,4,1.8,1.0,ND,ND,ND,1.822, 7,0.999,0.023232558139534884,0.0,34.04215111478111,0.0,18,9,4,0,2,0,0,0,-8.453,73.474,1410.135,3.513,15.172,6.557,0.9030899869919435
5QB4,lig_2,lig_129,7,1.8,1.0,ND,ND,ND,1.639, 7,0.999,0.023232558139534884,0.0,34.04215111478111,0.0,18,9,4,0,2,0,0,0,-7.744,56.221,1349.574,2.274,21.963,4.333,0.9030899869919435
5QB4,lig_2,lig_129,6,1.8,1.0,ND,ND,ND,3.358, 7,0.999,0.023232558139534884,0.0,34.04215111478111,0.0,18,9,4,0,2,0,0,0,-7.426,61.41,1277.687,2.133,33.591,3.063,0.9030899869919435
5QB4,lig_2,lig_129,8,1.8,1.0,ND,ND,ND,3.288, 7,0.999,0.023232558139534884,0.0,34.04215111478111,0.0,18,9,4,0,2,0,0,0,-7.603,61.289,1310.687,3.242,28.107,5.077,0.9030899869919435
5QB4,lig_2,lig_129,9,1.8,1.0,ND,ND,ND,8.853, 7,0.999,0.023232558139534884,0.0,34.04215111478111,0.0,18,9,4,0,2,0,0,0,-7.612,78.399,1286.714,2.953,19.702,4.349,0.9030899869919435
5QB4,lig_2,lig_129,1,1.8,1.0,ND,ND,ND,0.0, 7,0.999,0.023232558139534884,0.0,34.04215111478111,0.0,18,9,4,0,2,0,0,0,-8.024,62.629,1366.072,3.529,17.497,6.505,0.9030899869919435
5QB4,lig_2,lig_129,5,1.8,1.0,ND,ND,ND,4.039, 7,0.999,0.023232558139534884,0.0,34.04215111478111,0.0,18,9,4,0,2,0,0,0,-7.786,71.011,1323.587,2.852,28.84,4.193,0.9030899869919435
5QB4,lig_2,lig_129,2,1.8,1.0,ND,ND,ND,1.192, 7,0.999,0.023232558139534884,0.0,34.04215111478111,0.0,18,9,4,0,2,0,0,0,-8.123,66.437,1361.981,3.396,13.55,6.591,0.9030899869919435
5QB4,lig_2,lig_129,3,1.8,1.0,ND,ND,ND,3.15, 7,0.999,0.023232558139534884,0.0,34.04215111478111,0.0,18,9,4,0,2,0,0,0,-8.531,82.75,1432.209,2.691,37.616,3.447,0.9030899869919435
5QB4,lig_19,lig_338,4,1.8,1.0,ND,ND,ND,6.728, 6,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.763,56.446,1337.175,1.554,23.974,2.191,0.8450980400142568
5QB4,lig_19,lig_338,7,1.8,1.0,ND,ND,ND,5.342, 6,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.458,68.707,1202.459,1.612,27.38,1.907,0.8450980400142568
5QB4,lig_19,lig_338,6,1.8,1.0,ND,ND,ND,4.495, 6,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.621,73.065,1236.8,2.467,21.622,3.265,0.8450980400142568
5QB4,lig_19,lig_338,8,1.8,1.0,ND,ND,ND,5.301, 6,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.38,56.394,1173.56,1.352,30.347,2.209,0.8450980400142568
5QB4,lig_19,lig_338,9,1.8,1.0,ND,ND,ND,6.146, 6,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.21,45.603,1221.624,0.566,33.257,0.766,0.8450980400142568
5QB4,lig_19,lig_338,1,1.8,1.0,ND,ND,ND,0.0, 6,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-8.874,77.405,1373.973,3.546,20.988,6.04,0.8450980400142568
5QB4,lig_19,lig_338,5,1.8,1.0,ND,ND,ND,6.055, 6,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-7.661,47.458,1302.619,0.458,32.117,0.804,0.8450980400142568
5QB4,lig_19,lig_338,2,1.8,1.0,ND,ND,ND,1.802, 6,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-8.734,67.205,1272.291,3.503,21.655,7.204,0.8450980400142568
5QB4,lig_19,lig_338,3,1.8,1.0,ND,ND,ND,9.274, 6,1.0,0.021739130434782608,0.0,34.04215111478111,0.0,19,9,4,0,3,0,0,0,-8.349,65.655,1291.673,3.461,28.666,5.812,0.8450980400142568
5QB4,lig_12,lig_235,4,1.8,1.0,ND,ND,ND,3.206, 8,0.9990000000000001,0.020387755102040817,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-8.18,80.901,1475.392,3.131,24.552,4.61,0.9542425094393249
5QB4,lig_12,lig_235,7,1.8,1.0,ND,ND,ND,4.589, 8,0.9990000000000001,0.020387755102040817,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-8.462,90.344,1461.054,4.811,25.142,7.224,0.9542425094393249
5QB4,lig_12,lig_235,6,1.8,1.0,ND,ND,ND,6.633, 8,0.9990000000000001,0.020387755102040817,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-8.578,84.067,1436.326,2.752,9.48,6.09,0.9542425094393249
5QB4,lig_12,lig_235,8,1.8,1.0,ND,ND,ND,2.918, 8,0.9990000000000001,0.020387755102040817,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-8.096,63.959,1505.842,2.745,28.355,4.361,0.9542425094393249
5QB4,lig_12,lig_235,9,1.8,1.0,ND,ND,ND,2.952, 8,0.9990000000000001,0.020387755102040817,0.0,34.04215111478111,0.0,20,9,6,0,3,0,0,0,-7.286,56.305,1412.201,1.484,23.442,2.218,0.9542425094393249
